cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_h,effect_value
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0017
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0019
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0019
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0024
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0024
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0025
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0025
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0028
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0037
16752775,Methomyl,INVERT,Daphnia longispina,NA,C,NOEC,504,0.0037
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,504,0.0095
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,504,0.0095
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,504,0.0095
16752775,Methomyl,INVERT,Daphnia longispina,NA,A,EC50,48,0.00978
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,504,0.0142
16752775,Methomyl,INVERT,Daphnia magna,NA,A,EC50,48,0.0242
16752775,Methomyl,FISH,Oreochromis mossambicus,NA,A,LC50,96,0.88
16752775,Methomyl,INVERT,Eurytemora affinis,NA,A,LC50,96,0.29
16752775,Methomyl,INVERT,Acartia tonsa,NA,A,LC50,96,0.41
16752775,Methomyl,FISH,Ictalurus punctatus,NA,A,LC50,96,0.3
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,96,0.6
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1
16752775,Methomyl,FISH,Pimephales promelas,NA,A,LC50,96,1.5
16752775,Methomyl,INVERT,Gammarus pseudolimnaeus,NA,A,LC50,96,0.72
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,504,0.005
16752775,Methomyl,INVERT,Daphnia magna,NA,A,LC50,48,0.0064
16752775,Methomyl,FISH,Pimephales promelas,NA,C,NOEC,720,1
16752775,Methomyl,FISH,Pimephales promelas,NA,C,NOEC,720,1
16752775,Methomyl,FISH,Pimephales promelas,NA,A,LC50,120,2.3
16752775,Methomyl,INVERT,Daphnia magna,NA,C,NOEC,504,0.0025
16752775,Methomyl,FISH,Poecilia reticulata,NA,A,LC50,48,0.04
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,96,1.88
16752775,Methomyl,FISH,Pimephales promelas,NA,C,NOEC,672,0.057
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,96,1.6
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,96,1.75
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,96,2.15
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,96,2.38
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,96,2.4
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,96,2.6
16752775,Methomyl,FISH,Oncorhynchus mykiss,NA,A,LC50,96,3.4
16752775,Methomyl,FISH,Oncorhynchus clarkii,NA,A,LC50,96,4.05
16752775,Methomyl,FISH,Lepomis macrochirus,NA,A,LC50,96,7.7
16752775,Methomyl,INVERT,Daphnia magna,NA,A,EC50,48,0.0317
16752775,Methomyl,ALGAE,Raphidocelis subcapitata,NA,A,EC50,72,60
16752775,Methomyl,FISH,Anguilla japonica,NA,A,LC50,96,1.7
16752775,Methomyl,FISH,Anguilla japonica,NA,A,LC50,48,1.7
16752775,Methomyl,INVERT,Biomphalaria alexandrina,NA,A,EC50,96,1.1
16752775,Methomyl,INVERT,Bulinus truncatus,NA,A,LC50,96,0.87
16752775,Methomyl,INVERT,Cyclops strenuus,NA,A,LC50,96,0.19
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,48,2.96
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,48,1.21
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,24,3.16
16752775,Methomyl,FISH,Cyprinus carpio,NA,A,LC50,24,1.55
16752775,Methomyl,INVERT,Daphnia longispina,NA,A,LC50,96,0.22
16752775,Methomyl,INVERT,Daphnia magna,NA,A,LC50,24,0.00983
16752775,Methomyl,INVERT,Gammarus pulex,NA,A,LC50,96,0.76
16752775,Methomyl,FISH,Mugilidae,NA,A,LC50,96,0.75
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,24,1.3
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,96,4.1
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,48,0.916
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,48,1.1
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,48,0.884
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,24,1.054
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,24,1
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,24,1.301
16752775,Methomyl,FISH,Oreochromis niloticus,NA,A,LC50,48,0.85
16752775,Methomyl,FISH,Pimephales promelas,NA,A,LC50,96,2.11
115093,Methylmercury chloride,FISH,Gasterosteus aculeatus,NA,A,LC50,96,0.00124
115093,Methylmercury chloride,FISH,Mystus vittatus,NA,A,LC50,48,0.43
115093,Methylmercury chloride,FISH,Mystus vittatus,NA,A,LC50,96,0.35
115093,Methylmercury chloride,FISH,Mystus vittatus,NA,A,LC50,72,0.38
115093,Methylmercury chloride,ALGAE,Laminaria saccharina,NA,C,NOEL,336,5e-4
115093,Methylmercury chloride,ALGAE,Laminaria saccharina,NA,C,NOEL,336,0.001
115093,Methylmercury chloride,ALGAE,Anabaena flos-aquae,NA,A,EC50,24,0.0028
115093,Methylmercury chloride,ALGAE,Anacystis nidulans,NA,A,EC50,24,0.005
115093,Methylmercury chloride,FISH,Fundulus heteroclitus,NA,A,LC50,96,0.19
115093,Methylmercury chloride,FISH,Clarias batrachus,NA,A,LC50,96,0.34
115093,Methylmercury chloride,FISH,Clarias batrachus,NA,A,LC50,72,0.42
115093,Methylmercury chloride,FISH,Clarias batrachus,NA,A,LC50,48,0.54
115093,Methylmercury chloride,INVERT,Palaemonetes pugio,NA,A,LC50,96,2.42
115093,Methylmercury chloride,INVERT,Palaemon elegans,NA,A,LC50,96,0.031
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,120,0.044
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,144,0.02
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,168,0.026
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,144,0.029
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,120,0.033
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,120,0.04
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,108,0.041
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,120,0.057
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,64.8,0.061
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,96,0.062
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,57.6,0.071
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,72,0.076
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,96,0.088
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,48,0.151
115093,Methylmercury chloride,FISH,Petromyzon marinus,NA,A,LC50,72,0.191
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.031
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,72,0.036
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,48,0.037
115093,Methylmercury chloride,FISH,Salvelinus fontinalis,NA,A,LC50,96,0.065
115093,Methylmercury chloride,FISH,Salvelinus fontinalis,NA,A,LC50,96,0.084
115093,Methylmercury chloride,FISH,Oryzias latipes,NA,A,LC50,48,0.124
115093,Methylmercury chloride,INVERT,Bosmina longirostris,NA,A,EC50,48,3.16e-4
115093,Methylmercury chloride,INVERT,Diacyclops thomasi,NA,A,EC50,96,3.16e-4
115093,Methylmercury chloride,INVERT,Bosmina longirostris,NA,A,EC50,96,1e-4
115093,Methylmercury chloride,FISH,Labeo rohita,NA,A,LC50,96,0.054
115093,Methylmercury chloride,FISH,Labeo rohita,NA,A,LC50,48,0.07
115093,Methylmercury chloride,FISH,Gambusia affinis,NA,A,LC50,96,0.07
115093,Methylmercury chloride,FISH,Gambusia affinis,NA,A,LC50,48,0.096
115093,Methylmercury chloride,INVERT,Moina dubia,NA,A,LC50,48,0.008
115093,Methylmercury chloride,INVERT,Moina dubia,NA,A,LC50,96,0.008
115093,Methylmercury chloride,INVERT,Moina dubia,NA,A,LC50,24,0.016
115093,Methylmercury chloride,INVERT,Palaemonetes vulgaris,NA,A,LC50,96,0.125
115093,Methylmercury chloride,FISH,Trichogaster trichopterus,NA,A,LC50,96,0.0895
115093,Methylmercury chloride,FISH,Trichogaster trichopterus,NA,A,LC50,96,0.0716
115093,Methylmercury chloride,FISH,Trichogaster trichopterus,NA,A,LC50,48,0.0754
115093,Methylmercury chloride,FISH,Danio rerio,NA,A,LC50,139.2,0.0412
115093,Methylmercury chloride,FISH,Danio rerio,NA,A,LC50,67.2,0.0816
115093,Methylmercury chloride,FISH,Carassius auratus,NA,A,LC50,96,0.08
115093,Methylmercury chloride,FISH,Fundulus heteroclitus,NA,A,LC50,96,0.05
115093,Methylmercury chloride,FISH,Oryzias latipes,NA,A,LC50,48,0.3
115093,Methylmercury chloride,FISH,Oryzias latipes,NA,A,LC50,48,0.46
115093,Methylmercury chloride,FISH,Oryzias latipes,NA,A,LC50,48,0.42
115093,Methylmercury chloride,FISH,Pimephales promelas,NA,A,LC50,48,0.067
115093,Methylmercury chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.015
115093,Methylmercury chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.018
115093,Methylmercury chloride,INVERT,Daphnia magna,NA,A,LC50,24,0.02
115093,Methylmercury chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,24,0.025
115093,Methylmercury chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,24,0.03
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.024
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.024
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,0.042
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,48,0.045
115093,Methylmercury chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,48,0.066
7718549,Nickel chloride,INVERT,Allorchestes compressa,NA,A,LC50,96,34.68
7718549,Nickel chloride,FISH,Cyprinus carpio,NA,A,LC50,96,1.3
7718549,Nickel chloride,FISH,Cyprinus carpio,NA,A,LC50,96,1.3
7718549,Nickel chloride,FISH,Cyprinus carpio,NA,A,LC50,96,1.54
7718549,Nickel chloride,FISH,Cyprinus carpio,NA,A,LC50,96,1.64
7718549,Nickel chloride,FISH,Cyprinus carpio,NA,A,LC50,96,2.3
7718549,Nickel chloride,FISH,Tilapia nilotica,NA,A,LC50,96,27.2
7718549,Nickel chloride,FISH,Oreochromis niloticus,NA,A,LC50,96,27.2
7718549,Nickel chloride,FISH,Poecilia reticulata,NA,A,LC50,96,9.65
7718549,Nickel chloride,INVERT,Daphnia hyalina,NA,A,LC50,48,1.9
7718549,Nickel chloride,INVERT,Nitocra spinipes,NA,A,LC50,96,6
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,13.7
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,60.3
7718549,Nickel chloride,INVERT,Penaeus duorarum,NA,A,LC50,96,112
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,48,110
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,48,115
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,16.3
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,48,51
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,62.2
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,48,94.3
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,EC50,48,0.51
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,EC50,48,1.12
7718549,Nickel chloride,ALGAE,Chlorella vulgaris,NA,A,EC50,72,0.15
7718549,Nickel chloride,FISH,Carassius auratus,NA,A,LC50,168,2.14
7718549,Nickel chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,96,0.00887412
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,24,11
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,672,0.466
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,1056,0.466
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,1320,0.466
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,2040,0.466
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,C,NOEC,2040,0.466
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,20.8
7718549,Nickel chloride,INVERT,Macoma balthica,NA,A,LC50,96,95
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,16.7
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,7.79
7718549,Nickel chloride,FISH,Thymallus arcticus,NA,A,LC50,96,8.2
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,16.7
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,18
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,25.1
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,7.79
7718549,Nickel chloride,FISH,Thymallus arcticus,NA,A,LC50,96,8.2
7718549,Nickel chloride,FISH,Thymallus arcticus,NA,A,LC50,96,8.7
7718549,Nickel chloride,INVERT,Philodina acuticornis,NA,A,EC50,48,2.6
7718549,Nickel chloride,INVERT,Philodina acuticornis,NA,A,EC50,96,2.6
7718549,Nickel chloride,INVERT,Philodina acuticornis,NA,A,EC50,96,2.9
7718549,Nickel chloride,INVERT,Philodina acuticornis,NA,A,EC50,48,4
7718549,Nickel chloride,INVERT,Philodina acuticornis,NA,A,EC50,48,4.1
7718549,Nickel chloride,INVERT,Philodina acuticornis,NA,A,EC50,24,7.2
7718549,Nickel chloride,INVERT,Philodina acuticornis,NA,A,EC50,24,7.6
7718549,Nickel chloride,ALGAE,Chlorella pyrenoidosa,NA,C,NOEC,336,4
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,24,17.3
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,96,2
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,72,4.5
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,6.9
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,21.2
7718549,Nickel chloride,INVERT,Crassostrea virginica,NA,A,LC50,48,1.18
7718549,Nickel chloride,INVERT,Mercenaria mercenaria,NA,A,LC50,96,0.31
7718549,Nickel chloride,FISH,Menidia menidia,NA,A,LC50,96,7.958
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,1.8
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,1.92
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,2.36
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,4.97
7718549,Nickel chloride,FISH,Cyprinus carpio,NA,A,LC50,96,40.8
7718549,Nickel chloride,FISH,Carassius auratus,NA,A,LC50,96,63
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,1.15
7718549,Nickel chloride,FISH,Carassius auratus,NA,A,LC50,48,101
7718549,Nickel chloride,FISH,Cyprinus carpio,NA,A,LC50,48,50
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,24,3.2
7718549,Nickel chloride,FISH,Fundulus heteroclitus,NA,A,LC50,96,55
7718549,Nickel chloride,FISH,Fundulus heteroclitus,NA,A,LC50,96,350
7718549,Nickel chloride,INVERT,Nassarius obsoletus,NA,A,LC50,96,72
7718549,Nickel chloride,INVERT,Asterias forbesii,NA,A,LC50,168,150
7718549,Nickel chloride,INVERT,Nereis virens,NA,A,LC50,96,25
7718549,Nickel chloride,INVERT,Mya arenaria,NA,A,LC50,96,320
7718549,Nickel chloride,INVERT,Pagurus longicarpus,NA,A,LC50,96,47
7718549,Nickel chloride,FISH,Carassius auratus,NA,A,LC50,96,86.60254038
7718549,Nickel chloride,FISH,Carassius auratus,NA,A,LC50,96,75
7718549,Nickel chloride,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,24,0.01
7718549,Nickel chloride,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,96,0.01
7718549,Nickel chloride,ALGAE,Raphidocelis subcapitata,NA,C,NOEC,24,0.03
7718549,Nickel chloride,ALGAE,Raphidocelis subcapitata,NA,A,LC50,96,0.35
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,40
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,96,3.2
7718549,Nickel chloride,INVERT,Artemia sp,NA,A,LC50,24,11.2
7718549,Nickel chloride,FISH,Barbus conchonius,NA,A,LC50,48,145
7718549,Nickel chloride,FISH,Barbus conchonius,NA,A,LC50,48,73
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.674
7718549,Nickel chloride,INVERT,Daphnia pulex,NA,A,LC50,48,1.48
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,19.6
7718549,Nickel chloride,INVERT,Daphnia pulex,NA,A,LC50,48,3.89
7718549,Nickel chloride,FISH,Menidia peninsulae,NA,A,LC50,96,38
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,48.4
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,48.8
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,52.6
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,55.6
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,59.1
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,63.6
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,83.2
7718549,Nickel chloride,FISH,Oncorhynchus kisutch,NA,A,LC50,96,83.4
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.0648
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,24,0.283
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,24,1.21
7718549,Nickel chloride,ALGAE,Chlorella pyrenoidosa,NA,C,NOEC,24,0.025
7718549,Nickel chloride,ALGAE,Chlorella pyrenoidosa,NA,C,NOEC,24,0.045
7718549,Nickel chloride,ALGAE,Chlorella pyrenoidosa,NA,A,EC50,24,0.09
7718549,Nickel chloride,ALGAE,Chlorella pyrenoidosa,NA,A,EC50,24,0.41
7718549,Nickel chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.912332
7718549,Nickel chloride,INVERT,Daphnia pulex,NA,A,LC50,48,0.912
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,168,0.0034
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,LC20,168,0.004
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,LC20,168,0.0047
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,LC20,168,0.0048
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,168,0.0053
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,168,0.0053
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,168,0.0058
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,LC20,168,0.0069
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,168,0.0096
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,LC20,168,0.0104
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,LC20,168,0.0119
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,C,NOEC,168,0.0153
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.081
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.148
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.261
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.4
7718549,Nickel chloride,INVERT,Tubifex tubifex,NA,A,EC50,96,66.75
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,7.3
7718549,Nickel chloride,FISH,Poecilia reticulata,NA,A,LC50,96,2.5
7718549,Nickel chloride,INVERT,Lymnaea luteola,NA,A,LC50,96,1.43
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,EC50,48,7.59
7718549,Nickel chloride,FISH,Poecilia reticulata,NA,A,LC50,96,36
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,24,10
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,24,10.9
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,7.59
7718549,Nickel chloride,FISH,Poecilia reticulata,NA,A,LC50,48,2.5
7718549,Nickel chloride,FISH,Poecilia reticulata,NA,A,LC50,168,33.1
7718549,Nickel chloride,FISH,Poecilia reticulata,NA,A,LC50,72,50.1
7718549,Nickel chloride,FISH,Poecilia reticulata,NA,A,LC50,48,63
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,EC50,24,10.9
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,EC50,48,7.59
7718549,Nickel chloride,FISH,Tanichthys albonubes,NA,A,LC50,48,50
7718549,Nickel chloride,FISH,Tanichthys albonubes,NA,A,LC50,48,70
7718549,Nickel chloride,FISH,Tanichthys albonubes,NA,A,LC50,48,75
7718549,Nickel chloride,FISH,Tanichthys albonubes,NA,A,LC50,48,90
7718549,Nickel chloride,INVERT,Daphnia pulex,NA,A,EC50,48,2.06
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,8
7718549,Nickel chloride,INVERT,Pseudodiaptomus coronatus,NA,A,LC50,48,14.573
7718549,Nickel chloride,INVERT,Acartia clausi,NA,A,LC50,96,3.466
7718549,Nickel chloride,INVERT,Eurytemora affinis,NA,A,LC50,96,9.593
7718549,Nickel chloride,INVERT,Dexiotricha granulosa,NA,A,LC50,24,1
7718549,Nickel chloride,INVERT,Portunus pelagicus,NA,A,LC50,48,0.9
7718549,Nickel chloride,INVERT,Juga plicifera,NA,C,NOEC,720,0.124
7718549,Nickel chloride,INVERT,Juga plicifera,NA,A,LC50,96,0.237
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,8.1
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,10
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,10.9
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,8.9
7718549,Nickel chloride,FISH,Oncorhynchus mykiss,NA,A,LC50,96,15
7718549,Nickel chloride,FISH,Morone saxatilis,NA,A,LC50,96,3.9
7718549,Nickel chloride,FISH,Morone saxatilis,NA,A,LC50,96,21
7718549,Nickel chloride,FISH,Morone saxatilis,NA,A,LC50,96,33
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,25
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,27
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,28
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,32
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,32.2
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,48,15.9
7718549,Nickel chloride,FISH,Carassius auratus,NA,A,LC50,48,20.5
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,39.6
7718549,Nickel chloride,FISH,Poecilia reticulata,NA,A,LC50,96,4.45
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,4.58
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,42.4
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,44.5
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,5.18
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,5.18
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,96,5.36
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,48,5.93
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,48,51.6
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,48,59.3
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,48,7.91
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,48,8.67
7718549,Nickel chloride,FISH,Lepomis macrochirus,NA,A,LC50,48,82.1
7718549,Nickel chloride,FISH,Poecilia reticulata,NA,A,LC50,48,9.56
7718549,Nickel chloride,FISH,Carassius auratus,NA,A,LC50,96,9.82
7718549,Nickel chloride,ALGAE,Chlorella vulgaris,NA,C,EC10,216,18
7718549,Nickel chloride,ALGAE,Nostoc commune,NA,A,LD50,144,1.04
7718549,Nickel chloride,FISH,Cyprinus carpio,NA,A,LC50,96,16
7718549,Nickel chloride,FISH,Cyprinus carpio,NA,A,LC50,48,17
7718549,Nickel chloride,INVERT,Daphnia magna,NA,A,LC50,48,0.74
7718549,Nickel chloride,FISH,Channa punctata,NA,A,LC50,96,139
7718549,Nickel chloride,FISH,Channa punctata,NA,A,LC50,72,198
7718549,Nickel chloride,FISH,Channa punctata,NA,A,LC50,48,207
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,3.1
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.013
7718549,Nickel chloride,INVERT,Hyalella azteca,NA,A,LC50,96,0.89
7718549,Nickel chloride,INVERT,Lumbriculus variegatus,NA,A,LC50,96,26
7718549,Nickel chloride,FISH,Pimephales promelas,NA,A,LC50,96,3.4
7718549,Nickel chloride,INVERT,Ceriodaphnia dubia,NA,A,LC50,48,0.14
7718549,Nickel chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,72,0.75
7718549,Nickel chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,72,0.812
7718549,Nickel chloride,ALGAE,Raphidocelis subcapitata,NA,A,EC50,72,0.821
